,tweet_id,source_app,text,rating_numerator,rating_denominator,name,date,time,timezone,dog_type,retweet_count,fav_count
14,889531135344209921,Twitter for iPhone,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,13.0,10,Stuart,2017-07-24,17:02:04,+00:00,puppo,13932,1997
15,889278841981685760,Twitter for iPhone,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,13.0,10,Oliver,2017-07-24,00:19:32,+00:00,doggo,23104,4713
16,888917238123831296,Twitter for iPhone,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,12.0,10,Jim,2017-07-23,00:22:39,+00:00,doggo,26710,3972
17,888804989199671297,Twitter for iPhone,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,13.0,10,Zeke,2017-07-22,16:56:37,+00:00,doggo,23459,3744
18,888554962724278272,Twitter for iPhone,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,13.0,10,Ralphus,2017-07-22,00:23:06,+00:00,doggo,18084,3061
19,888078434458587136,Twitter for iPhone,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,12.0,10,Gerald,2017-07-20,16:49:33,+00:00,doggo,19981,3072
20,887705289381826560,Twitter for iPhone,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,13.0,10,Jeffrey,2017-07-19,16:06:48,+00:00,doggo,27793,4780
21,887517139158093824,Twitter for iPhone,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,14.0,10,,2017-07-19,03:39:09,+00:00,doggo,42554,10424
22,887473957103951883,Twitter for iPhone,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,13.0,10,Canela,2017-07-19,00:47:34,+00:00,doggo,62971,15913
23,887343217045368832,Twitter for iPhone,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,13.0,10,None,2017-07-18,16:08:03,+00:00,doggo,30883,9323
24,887101392804085760,Twitter for iPhone,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,12.0,10,None,2017-07-18,00:07:08,+00:00,doggo,28116,5276
25,886983233522544640,Twitter for iPhone,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,13.0,10,Maya,2017-07-17,16:17:36,+00:00,doggo,31948,6770
26,886736880519319552,Twitter for iPhone,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",13.0,10,Mingus,2017-07-16,23:58:41,+00:00,doggo,10972,2821
27,886680336477933568,Twitter for iPhone,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,13.0,10,Derek,2017-07-16,20:14:00,+00:00,doggo,20650,3962
28,886366144734445568,Twitter for iPhone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,12.0,10,Roscoe,2017-07-15,23:25:31,+00:00,pupper,19383,2801
29,886258384151887873,Twitter for iPhone,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,13.0,10,Waffles,2017-07-15,16:17:19,+00:00,doggo,25660,5601
30,885984800019947520,Twitter for iPhone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,12.0,10,Jimbo,2017-07-14,22:10:11,+00:00,doggo,29896,5951
31,885528943205470208,Twitter for iPhone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,13.0,10,Maisey,2017-07-13,15:58:47,+00:00,doggo,32999,5660
32,885518971528720385,Twitter for iPhone,I have a new hero and his name is Howard. 14/10 https://t.co/gzLHboL7Sk,14.0,10,None,2017-07-13,15:19:09,+00:00,doggo,18797,3297
33,885167619883638784,Twitter for iPhone,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,13.0,10,None,2017-07-12,16:03:00,+00:00,doggo,20065,3867
34,884925521741709313,Twitter for iPhone,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",12.0,10,Earl,2017-07-12,00:01:00,+00:00,doggo,70535,15973
35,884876753390489601,Twitter for iPhone,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,13.0,10,Lola,2017-07-11,20:47:12,+00:00,doggo,25511,4944
36,884562892145688576,Twitter for iPhone,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,13.0,10,Kevin,2017-07-11,00:00:02,+00:00,doggo,22303,4158
37,884441805382717440,Twitter for iPhone,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",14.0,10,None,2017-07-10,15:58:53,+00:00,doggo,24888,5048
38,884247878851493888,Twitter for iPhone,OMG HE DIDN'T MEAN TO HE WAS JUST TRYING A LITTLE BARKOUR HE'S SUPER SORRY 13/10 WOULD FORGIVE IMMEDIATE https://t.co/uF3pQ8Wubj,13.0,10,None,2017-07-10,03:08:17,+00:00,doggo,66464,17965
39,884162670584377345,Twitter for iPhone,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,12.0,10,Yogi,2017-07-09,21:29:42,+00:00,doggo,18744,2651
40,883838122936631299,Twitter for iPhone,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,12.0,10,Noah,2017-07-09,00:00:04,+00:00,doggo,20045,3026
41,883482846933004288,Twitter for iPhone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",13.5,10,Bella,2017-07-08,00:28:19,+00:00,doggo,42046,8743
42,883360690899218434,Twitter for iPhone,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,13.0,10,Grizzwald,2017-07-07,16:22:55,+00:00,floofer,20834,3264
43,883117836046086144,Twitter for iPhone,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",13.0,10,None,2017-07-07,00:17:54,+00:00,doggo,34020,5875
44,882992080364220416,Twitter for iPhone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,13.0,10,Rusty,2017-07-06,15:58:11,+00:00,doggo,21921,3434
45,882762694511734784,Twitter for iPhone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,12.0,10,Gus,2017-07-06,00:46:41,+00:00,pupper,25922,4323
46,882627270321602560,Twitter for iPhone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,13.0,10,Stanley,2017-07-05,15:48:34,+00:00,doggo,25702,5376
47,882268110199369728,Twitter for iPhone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,13.0,10,Alfy,2017-07-04,16:01:23,+00:00,doggo,41115,10270
48,882045870035918850,Twitter for iPhone,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",13.0,10,Koko,2017-07-04,01:18:17,+00:00,doggo,26887,4310
49,881906580714921986,Twitter for iPhone,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,12.0,10,Rey,2017-07-03,16:04:48,+00:00,doggo,22367,3015
50,881666595344535552,Twitter for iPhone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,13.0,10,Gary,2017-07-03,00:11:11,+00:00,pupper,46510,9452
51,881536004380872706,Twitter for iPhone,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",14.0,10,,2017-07-02,15:32:16,+00:00,pupper,45410,14183
52,881268444196462592,Twitter for iPhone,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,12.0,10,Elliot,2017-07-01,21:49:04,+00:00,doggo,21382,4697
53,880935762899988482,Twitter for iPhone,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,13.0,10,Louis,2017-06-30,23:47:07,+00:00,doggo,15713,2481
54,880872448815771648,Twitter for iPhone,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,12.0,10,None,2017-06-30,19:35:32,+00:00,doggo,19548,3392
55,880465832366813184,Twitter for iPhone,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,12.0,10,Bella,2017-06-29,16:39:47,+00:00,doggo,26129,5511
56,880221127280381952,Twitter for iPhone,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,12.0,10,Jesse,2017-06-29,00:27:25,+00:00,doggo,24725,3684
57,880095782870896641,Twitter for iPhone,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,11.0,10,None,2017-06-28,16:09:20,+00:00,doggo,25371,3861
58,879862464715927552,Twitter for iPhone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,13.0,10,Romeo,2017-06-28,00:42:13,+00:00,doggo,20550,3088
59,879492040517615616,Twitter for iPhone,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,12.0,10,Bailey,2017-06-27,00:10:17,+00:00,doggo,21569,2816
60,879415818425184262,Twitter for iPhone,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,13.0,10,Duddles,2017-06-26,19:07:24,+00:00,doggo,97078,39548
61,879376492567855104,Twitter for iPhone,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,12.0,10,Jack,2017-06-26,16:31:08,+00:00,doggo,15476,2777
62,879050749262655488,Twitter for iPhone,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,11.0,10,Steven,2017-06-25,18:56:45,+00:00,doggo,20708,4170
63,879008229531029506,Twitter for iPhone,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,13.0,10,Beau,2017-06-25,16:07:47,+00:00,doggo,17472,2377
64,878776093423087618,Twitter for iPhone,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,13.0,10,Snoopy,2017-06-25,00:45:22,+00:00,doggo,17804,3633
65,878604707211726852,Twitter for iPhone,Martha is stunning how h*ckin dare you. 13/10 https://t.co/9uABQXgjwa,13.0,10,None,2017-06-24,13:24:20,+00:00,doggo,27636,6271
66,878281511006478336,Twitter for iPhone,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",13.0,10,Shadow,2017-06-23,16:00:04,+00:00,doggo,7100,1129
67,878057613040115712,Twitter for iPhone,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,14.0,10,Emmy,2017-06-23,01:10:23,+00:00,doggo,38723,6042
68,877736472329191424,Twitter for iPhone,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,13.0,10,Aja,2017-06-22,03:54:17,+00:00,doggo,72652,16803
69,877556246731214848,Twitter for iPhone,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,12.0,10,Penny,2017-06-21,15:58:08,+00:00,doggo,20880,3388
70,877316821321428993,Twitter for iPhone,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",13.0,10,Dante,2017-06-21,00:06:44,+00:00,doggo,25214,4631
71,877201837425926144,Twitter for iPhone,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,12.0,10,Nelly,2017-06-20,16:29:50,+00:00,doggo,24931,4943
72,876838120628539392,Twitter for iPhone,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,12.0,10,Ginger,2017-06-19,16:24:33,+00:00,pupper,19045,2963
73,876537666061221889,Twitter for iPhone,I can say with the pupmost confidence that the doggos who assisted with this search are heroic as h*ck. 14/10 for all https://t.co/8yoc1CNTsu,14.0,10,None,2017-06-18,20:30:39,+00:00,doggo,21851,4181
74,876484053909872640,Twitter for iPhone,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,13.0,10,Benedict,2017-06-18,16:57:37,+00:00,doggo,17294,2104
75,876120275196170240,Twitter for iPhone,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",13.0,10,Venti,2017-06-17,16:52:05,+00:00,puppo,25788,4148
76,875747767867523072,Twitter for iPhone,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",13.0,10,Goose,2017-06-16,16:11:53,+00:00,doggo,23112,3798
77,875144289856114688,Twitter for iPhone,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,13.0,10,Nugget,2017-06-15,00:13:52,+00:00,doggo,20218,4376
78,875097192612077568,Twitter for iPhone,You'll get your package when that precious man is done appreciating the pups. 13/10 for everyone https://t.co/PFp4MghzBW,13.0,10,None,2017-06-14,21:06:43,+00:00,doggo,25307,5422
79,875021211251597312,Twitter for iPhone,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,12.0,10,None,2017-06-14,16:04:48,+00:00,doggo,23519,4200
80,874680097055178752,Twitter for iPhone,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,12.0,10,Cash,2017-06-13,17:29:20,+00:00,doggo,25637,4134
81,874296783580663808,Twitter for iPhone,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,13.0,10,Jed,2017-06-12,16:06:11,+00:00,pupper,24013,3681
82,874057562936811520,Twitter for iPhone,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 https://t.co/pwY9PQhtP2",12.0,10,None,2017-06-12,00:15:36,+00:00,doggo,20970,3556
83,874012996292530176,Twitter for iPhone,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V",13.0,10,Sebastian,2017-06-11,21:18:31,+00:00,puppo,31519,9104
84,873580283840344065,Twitter for iPhone,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly https://t.co/mNuMH9400n",13.0,10,None,2017-06-10,16:39:04,+00:00,doggo,22353,3522
85,873213775632977920,Twitter for iPhone,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ",12.0,10,Sierra,2017-06-09,16:22:42,+00:00,pupper,6605,1410
86,872967104147763200,Twitter for iPhone,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo https://t.co/EMYIdoblMR,12.0,10,None,2017-06-09,00:02:31,+00:00,doggo,25162,4840
87,872820683541237760,Twitter for iPhone,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 https://t.co/17FVMl4VZ5",13.0,10,None,2017-06-08,14:20:41,+00:00,doggo,13612,3331
88,872620804844003328,Twitter for iPhone,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... https://t.co/lUcpnZDPz9,13.0,10,Monkey,2017-06-08,01:06:27,+00:00,doggo,19143,3256
89,872486979161796608,Twitter for iPhone,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10 https://t.co/BZHiKx3FpQ,12.0,10,None,2017-06-07,16:14:40,+00:00,doggo,37684,8118
90,872122724285648897,Twitter for iPhone,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily get dunked on https://t.co/PKSpmiefwN,12.0,10,Kody,2017-06-06,16:07:15,+00:00,doggo,31638,7259
91,871879754684805121,Twitter for iPhone,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10 https://t.co/uK6PNyeh9w,13.0,10,Lassie,2017-06-06,00:01:46,+00:00,puppo,34687,9795
92,871762521631449091,Twitter for iPhone,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10 https://t.co/AiVljI6QCg,12.0,10,Rover,2017-06-05,16:15:56,+00:00,pupper,18694,3130
93,871515927908634625,Twitter for iPhone,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids. 12/10 great doggo https://t.co/PR7B7w1rUw,12.0,10,Napolean,2017-06-04,23:56:03,+00:00,doggo,18684,3121
94,871102520638267392,Twitter for iPhone,Never doubt a doggo 14/10 https://t.co/AbBLh2FZCH,14.0,10,None,2017-06-03,20:33:19,+00:00,doggo,19363,4954
95,871032628920680449,Twitter for iPhone,"This is Boomer. He's doing an advanced water takeoff. The opposite of Sully. Ears for control, mlem for style. 13/10 simply breathtaking https://t.co/noNpY2Laoo",13.0,10,Boomer,2017-06-03,15:55:36,+00:00,doggo,21071,3428
96,870804317367881728,Twitter for iPhone,Real funny guys. Sending in a pic without a dog in it. Hilarious. We'll rate the rug tho because it's giving off a very good vibe. 11/10 https://t.co/GCD1JccCyi,11.0,10,None,2017-06-03,00:48:22,+00:00,doggo,31186,5561
97,870656317836468226,Twitter for iPhone,"This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10

Help Cody here: https://t.co/4hxnDOt1CV https://t.co/42ryYRQ2Q4",13.0,10,Cody,2017-06-02,15:00:16,+00:00,doggo,11411,2349
98,870374049280663552,Twitter for iPhone,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13/10 https://t.co/T1xlgaPujm,13.0,10,Zoey,2017-06-01,20:18:38,+00:00,doggo,77062,23961
99,870308999962521604,Twitter for iPhone,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. 13/10 would attempt a boop without waking https://t.co/MVQCzrF1g9",13.0,10,Rumble,2017-06-01,16:00:09,+00:00,doggo,20350,3742
100,870063196459192321,Twitter for iPhone,Meet Clifford. He's quite large. Also red. Good w kids. Somehow never steps on them. Massive poops very inconvenient. Still 14/10 would ride https://t.co/apVOyDgOju,14.0,10,Clifford,2017-05-31,23:43:25,+00:00,doggo,33857,7487
101,869772420881756160,Twitter for iPhone,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly https://t.co/HciEaJkC4D",13.0,10,Dewey,2017-05-31,04:27:59,+00:00,doggo,39530,9154
102,869702957897576449,Twitter for iPhone,Meet Stanley. He likes road trips. Will shift for you. One ear more effective than other. 13/10 we don't leave until you buckle pup Stanley https://t.co/vmCu3PFCQq,13.0,10,Stanley,2017-05-30,23:51:58,+00:00,doggo,26195,5680
103,869596645499047938,Twitter for iPhone,This is Scout. He just graduated. Officially a doggo now. Have fun with taxes and losing sight of your ambitions. 12/10 would throw cap for https://t.co/DsA2hwXAJo,12.0,10,Scout,2017-05-30,16:49:31,+00:00,doggo,14816,2806
104,869227993411051520,Twitter for iPhone,This is Gizmo. His favorite thing is standing pupright like a hooman. Sneaky tongue slip status achieved. 13/10 would boop well https://t.co/IoR3n1fiiQ,13.0,10,Gizmo,2017-05-29,16:24:37,+00:00,doggo,18958,3401
105,868880397819494401,Twitter for iPhone,This is Walter. He won't start hydrotherapy without his favorite floatie. 14/10 keep it pup Walter https://t.co/r28jFx9uyF,14.0,10,Walter,2017-05-28,17:23:24,+00:00,doggo,60687,13029
106,868622495443632128,Twitter for iPhone,Here's a h*ckin peaceful boy. Unbothered by the comings and goings. 13/10 please reveal your wise ways https://t.co/yeaH8Ej5eM,13.0,10,None,2017-05-28,00:18:35,+00:00,doggo,24729,4776
107,868552278524837888,Twitter for iPhone,"Say hello to Cooper. His expression is the same wet or dry. Absolute 12/10 but Coop desperately requests your help

https://t.co/ZMTE4Mr69f https://t.co/7RyeXTYLNi",12.0,10,Cooper,2017-05-27,19:39:34,+00:00,doggo,9362,1871
108,867900495410671616,Twitter for iPhone,"Unbelievable. We only rate dogs. Please don't send in non-canines like the ""I"" from Pixar's opening credits. Thank you... 12/10 https://t.co/JMhDNv5wXZ",12.0,10,None,2017-05-26,00:29:37,+00:00,doggo,22527,3790
109,867774946302451713,Twitter for iPhone,Meet Harold.  He's h*ckin cooperative. 13/10 good work Harold https://t.co/ZYg3NZGICa,13.0,10,Harold,2017-05-25,16:10:44,+00:00,doggo,31598,6644
110,867421006826221569,Twitter for iPhone,This is Shikha. She just watched you drop a skittle on the ground and still eat it. Could not be less impressed. 12/10 superior puppo https://t.co/XZlZKd73go,12.0,10,Shikha,2017-05-24,16:44:18,+00:00,puppo,14972,2261
111,867051520902168576,Twitter for iPhone,"Oh my this spooked me up. We only rate dogs, not happy ghosts. Please send dogs only. It's a very simple premise. Thank you... 13/10 https://t.co/M5Rz0R8SIQ",13.0,10,None,2017-05-23,16:16:06,+00:00,doggo,29982,7161
112,866720684873056260,Twitter for iPhone,He was providing for his family 13/10 how dare you https://t.co/Q8mVwWN3f4,13.0,10,None,2017-05-22,18:21:28,+00:00,doggo,18651,4354
113,866686824827068416,Twitter for iPhone,This is Lili. She can't believe you betrayed her with bath time. Never looking you in the eye again. 12/10 would puppologize profusely https://t.co/9b9J46E86Z,12.0,10,Lili,2017-05-22,16:06:55,+00:00,puppo,17926,3148
